DrLLPSID UniProtID Genename EnsemblGeneID Species Condensate LLPSType References 
LLPS-Hos-2413 Q674X7 KAZN ENSG00000189337.16 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2414 Q96L34 MARK4 ENSG00000007047.14 Homo_sapiens Centrosome/Spindlepolebody Client 14594945 
LLPS-Hos-2415 O75154 RAB11FIP3 ENSG00000090565.15 Homo_sapiens Centrosome/Spindlepolebody Client 1.28578741515844E+31 
LLPS-Hos-2416 Q96RE7 NACC1 ENSG00000160877.5 Homo_sapiens PML-nuclear-body Client 25891951 
LLPS-Hos-2417 Q14296 FASTK ENSG00000164896.19 Homo_sapiens Stress-granule,MitochondrialRNAgranule Client 2.67774052937383E+47 
LLPS-Hos-2418 Q5VU65 NUP210L ENSG00000143552.9 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2419 O60504 SORBS3 ENSG00000120896.13 Homo_sapiens Stress-granule Client 2523788726777400 
LLPS-Hos-2420 P46109 CRKL ENSG00000099942.12 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2421 O43390 HNRNPR ENSG00000125944.19 Homo_sapiens Nucleolus,P-body,Stress-granule Client 1.56354132896581E+23 
LLPS-Hos-2422 Q96QA5 GSDMA ENSG00000167914.11 Homo_sapiens P-body Client 28965817 
LLPS-Hos-2423 P48634 PRRC2A ENSG00000204469.12 Homo_sapiens P-body,Stress-granule Client 2.9395067267774E+23 
LLPS-Hos-2424 P68032 ACTC1 ENSG00000159251.7 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2425 Q969M1 TOMM40L ENSG00000158882.14 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2428 P68366 TUBA4A ENSG00000127824.13 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Stress-granule,Postsynapticdensity Client 2.69803001516631E+31 
LLPS-Hos-2429 O95059 RPP14 ENSG00000163684.11 Homo_sapiens Nucleolus Client 2002647615635410 
LLPS-Hos-2430 Q9HCJ0 TNRC6C ENSG00000078687.17 Homo_sapiens P-body,Stress-granule Client 2939506729373830 
LLPS-Hos-2432 P53675 CLTCL1 ENSG00000070371.15 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2433 Q155Q3 DIXDC1 ENSG00000150764.13 Homo_sapiens Centrosome/Spindlepolebody Client 19375513 
LLPS-Hos-2434 Q5SW79 CEP170 ENSG00000143702.15 Homo_sapiens Centrosome/Spindlepolebody Client 1561618621399610 
LLPS-Hos-2437 Q9HAU5 UPF2 ENSG00000151461.19 Homo_sapiens Stress-granule Client 2937383126777400 
LLPS-Hos-2439 Q5EBL4 RILPL1 ENSG00000188026.12 Homo_sapiens Centrosome/Spindlepolebody Client 23264467 
LLPS-Hos-2441 Q5VT06 CEP350 ENSG00000135837.15 Homo_sapiens Centrosome/Spindlepolebody Client 15615782 
LLPS-Hos-2443 P61163 ACTR1A ENSG00000138107.12 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1.35623010607828E+22 
LLPS-Hos-2445 P53779 MAPK10 ENSG00000109339.21 Homo_sapiens Centrosome/Spindlepolebody Client 11708796 
LLPS-Hos-2446 Q13610 PWP1 ENSG00000136045.11 Homo_sapiens Nucleolus,Stress-granule Client 2.00264761563541E+23 
LLPS-Hos-2447 P06753 TPM3 ENSG00000143549.19 Homo_sapiens Stress-granule,Postsynapticdensity Client 2677740523071610 
LLPS-Hos-2448 P49916 LIG3 ENSG00000005156.11 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody Client 2002647615653640 
LLPS-Hos-2449 Q5SNT2 TMEM201 ENSG00000188807.12 Homo_sapiens Spindleapparatus Client 19494128 
LLPS-Hos-2450 Q96C57 CUSTOS ENSG00000157895.11 Homo_sapiens Nucleolus Client 1563541324127210 
LLPS-Hos-2451 Q15287 RNPS1 ENSG00000205937.11 Homo_sapiens Nuclear-speckle Client 24127217 
LLPS-Hos-2452 Q13177 PAK2 ENSG00000180370.10 Homo_sapiens Centrosome/Spindlepolebody Client 17634283 
LLPS-Hos-2453 O75525 KHDRBS3 ENSG00000131773.13 Homo_sapiens Nucleolus,Sam68-nuclear-body,Stress-granule Client 2.69803002412721E+31 
LLPS-Hos-2454 Q9NW75 GPATCH2 ENSG00000092978.10 Homo_sapiens Nucleolus Client 24127217 
LLPS-Hos-2455 Q8TD17 ZNF398 ENSG00000197024.8 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2456 Q9C099 LRRCC1 ENSG00000133739.15 Homo_sapiens Centrosome/Spindlepolebody Client 18728398 
LLPS-Hos-2457 Q6STE5 SMARCD3 ENSG00000082014.16 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2458 Q9HAU8 RNPEPL1 ENSG00000142327.12 Homo_sapiens Nucleolus Client 20026476 
LLPS-Hos-2459 P18848 ATF4 ENSG00000128272.14 Homo_sapiens Others Client 27838525 
LLPS-Hos-2460 Q96E29 MTERF3 ENSG00000156469.8 Homo_sapiens MitochondrialRNAgranule Client 28285835 
LLPS-Hos-2461 Q96IZ0 PAWR ENSG00000177425.10 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2462 P23368 ME2 ENSG00000082212.12 Homo_sapiens MitochondrialRNAgranule Client 25683715 
LLPS-Hos-2463 P25311 AZGP1 ENSG00000160862.12 Homo_sapiens P-body Client 28965817 
LLPS-Hos-2465 Q50LG9 LRRC24 ENSG00000254402.6 Homo_sapiens Nucleolus Client 19812395 
LLPS-Hos-2467 Q9H9A5 CNOT10 ENSG00000182973.18 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2468 Q9BUT9 MCRIP2 ENSG00000172366.19 Homo_sapiens P-body,Stress-granule Client 2939506729373830 
LLPS-Hos-2469 A6NFN3 RBFOX3 ENSG00000167281.19 Homo_sapiens Stress-granule Client 28894257 
LLPS-Hos-2470 Q9BQ04 RBM4B ENSG00000173914.11 Homo_sapiens Nucleolus,Paraspeckle,Stress-granule Client 1.24298492412721E+23 
LLPS-Hos-2472 Q06418 TYRO3 ENSG00000092445.11 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2473 Q99439 CNN2 ENSG00000064666.14 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2475 O60518 RANBP6 ENSG00000137040.9 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2476 O95714 HERC2 ENSG00000128731.16 Homo_sapiens Centrosome/Spindlepolebody Client 22261722 
LLPS-Hos-2478 Q6XPS3 TPTE2 ENSG00000132958.17 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2479 Q9P299 COPZ2 ENSG00000005243.9 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2480 O60739 EIF1B ENSG00000114784.3 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2481 P42330 AKR1C3 ENSG00000196139.13 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2482 Q8IUX4 APOBEC3F ENSG00000128394.16 Homo_sapiens P-body Client 28965817 
LLPS-Hos-2485 P07205 PGK2 ENSG00000170950.5 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2488 Q96J87 CELF6 ENSG00000140488.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2491 Q07666 KHDRBS1 ENSG00000121774.17 Homo_sapiens Nucleolus,Sam68-nuclear-body,Stress-granule Client 1.5635413269803E+55 
LLPS-Hos-2492 Q96JY0 MAEL ENSG00000143194.12 Homo_sapiens Stress-granule Client 2677740524189630 
LLPS-Hos-2493 Q5W0B1 RNF219 ENSG00000152193.7 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2494 Q6MZQ0 PRR5L ENSG00000135362.13 Homo_sapiens P-body,Stress-granule Client 21964062 
LLPS-Hos-2495 Q9BWF3 RBM4 ENSG00000173933.20 Homo_sapiens Nucleolus,Paraspeckle,Stress-granule Client 1.56354132541433E+23 
LLPS-Hos-2497 Q86SG6 NEK8 ENSG00000160602.13 Homo_sapiens Centrosome/Spindlepolebody Client 18199800 
LLPS-Hos-2498 Q8N3I7 BBS5 ENSG00000163093.11 Homo_sapiens Centrosome/Spindlepolebody Client 15738963 
LLPS-Hos-2499 Q08379 GOLGA2 ENSG00000167110.17 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2500 O00139 KIF2A ENSG00000068796.16 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1530285323071610 
LLPS-Hos-2501 Q8N0T1 C8orf59 ENSG00000176731.11 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2502 Q14966 ZNF638 ENSG00000075292.18 Homo_sapiens Nucleolus,Stress-granule Client 1563541326777400 
LLPS-Hos-2504 Q9Y2I2 NTNG1 ENSG00000162631.18 Homo_sapiens Nucleolus Client 20026476 
LLPS-Hos-2506 P11362 FGFR1 ENSG00000077782.20 Homo_sapiens Nuclear-speckle,Nucleolus,Centrosome/Spindlepolebody Client 1.5207352269803E+23 
LLPS-Hos-2508 Q9UK58 CCNL1 ENSG00000163660.11 Homo_sapiens Nuclear-speckle Client 24127217 
LLPS-Hos-2509 Q13087 PDIA2 ENSG00000185615.15 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2510 Q6Y7W6 GIGYF2 ENSG00000204120.14 Homo_sapiens P-body,Stress-granule Client 2939506729373830 
LLPS-Hos-2511 Q9Y6K5 OAS3 ENSG00000111331.12 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2512 P04083 ANXA1 ENSG00000135046.13 Homo_sapiens Stress-granule,Postsynapticdensity Client 2677740523071610 
LLPS-Hos-2513 Q96MT8 CEP63 ENSG00000182923.17 Homo_sapiens Centrosome/Spindlepolebody Client 1.46548432393612E+23 
LLPS-Hos-2514 Q12959 DLG1 ENSG00000075711.20 Homo_sapiens Postsynapticdensity Client 23071613 
LLPS-Hos-2515 Q16633 POU2AF1 ENSG00000110777.11 Homo_sapiens Others Client 24127217 
LLPS-Hos-2516 A6NKF1 SAC3D1 ENSG00000168061.14 Homo_sapiens Centrosome/Spindlepolebody Client 15322101 
LLPS-Hos-2517 P30154 PPP2R1B ENSG00000137713.15 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2518 Q02539 HIST1H1A ENSG00000124610.4 Homo_sapiens Nucleolus Client 19812395 
LLPS-Hos-2519 Q9BZL6 PRKD2 ENSG00000105287.12 Homo_sapiens Centrosome/Spindlepolebody Client 18692497 
LLPS-Hos-2520 Q15004 PCLAF ENSG00000166803.12 Homo_sapiens Centrosome/Spindlepolebody,Stress-granule Client 2167301229373830 
LLPS-Hos-2521 Q9Y2H1 STK38L ENSG00000211455.7 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1.73176332159358E+23 
LLPS-Hos-2522 P06396 GSN ENSG00000148180.19 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2523 Q96BT1 C3orf49 ENSG00000163632.13 Homo_sapiens Nucleolus Client 24127217 
LLPS-Hos-2526 Q9H501 ESF1 ENSG00000089048.14 Homo_sapiens Nucleolus Client 1563541319812390 
LLPS-Hos-2528 Q8TC92 ENOX1 ENSG00000120658.13 Homo_sapiens Paraspeckle Client 24127217 
LLPS-Hos-2529 A0AV96 RBM47 ENSG00000163694.14 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2531 Q8TAM2 TTC8 ENSG00000165533.18 Homo_sapiens Centrosome/Spindlepolebody Client 1452041515738960 
LLPS-Hos-2532 Q9UBW7 ZMYM2 ENSG00000121741.16 Homo_sapiens PML-nuclear-body Client 17027752 
LLPS-Hos-2533 A0A087X0T9  ENSG00000276087.2 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2534 Q6NW34 NEPRO ENSG00000163608.14 Homo_sapiens Nucleolus Client 2412721715635410 
LLPS-Hos-2536 Q9NRH3 TUBG2 ENSG00000037042.8 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2537 Q86U38 NOP9 ENSG00000196943.13 Homo_sapiens Nucleolus Client 1563541320026470 
LLPS-Hos-2538 Q12798 CETN1 ENSG00000177143.4 Homo_sapiens Centrosome/Spindlepolebody Client 8248209 
LLPS-Hos-2539 Q9BZ67 FRMD8 ENSG00000126391.13 Homo_sapiens Nuclear-speckle Client 24127217 
LLPS-Hos-2540 Q5JQF8 PABPC1L2B ENSG00000184388.5 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2541 O96011 PEX11B ENSG00000131779.10 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2542 P13498 CYBA ENSG00000051523.10 Homo_sapiens Paraspeckle Client 24127217 
LLPS-Hos-2543 P30101 PDIA3 ENSG00000167004.12 Homo_sapiens Nucleolus,Stress-granule,Postsynapticdensity Client 1.24298492937383E+23 
LLPS-Hos-2545 P54257 HAP1 ENSG00000173805.15 Homo_sapiens Centrosome/Spindlepolebody Client 1573896321985780 
LLPS-Hos-2546 Q8TEX9 IPO4 ENSG00000196497.16 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2547 P56182 RRP1 ENSG00000160214.12 Homo_sapiens Nucleolus Client 2.00264762412721E+39 
LLPS-Hos-2548 Q9NRC1 ST7 ENSG00000004866.20 Homo_sapiens P-body,Stress-granule Client 29395067 
LLPS-Hos-2549 Q8NE35 CPEB3 ENSG00000107864.14 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2550 Q12873 CHD3 ENSG00000170004.16 Homo_sapiens Nucleolus Client 1563541326980300 
LLPS-Hos-2551 Q99689 FEZ1 ENSG00000149557.13 Homo_sapiens Centrosome/Spindlepolebody Client 19924516 
LLPS-Hos-2553 P51116 FXR2 ENSG00000129245.11 Homo_sapiens P-body,Stress-granule,Postsynapticdensity Client 2.93950672896581E+39 
LLPS-Hos-2554 O75116 ROCK2 ENSG00000134318.13 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1.70154632176133E+23 
LLPS-Hos-2555 Q9BVA1 TUBB2B ENSG00000137285.9 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2556 P17028 ZNF24 ENSG00000172466.15 Homo_sapiens Paraspeckle Client 24127217 
LLPS-Hos-2557 Q99496 RNF2 ENSG00000121481.10 Homo_sapiens PcGbody Client 22178420 
LLPS-Hos-2559 P84022 SMAD3 ENSG00000166949.15 Homo_sapiens Nuclear-speckle Client 27746021 
LLPS-Hos-2560 Q9Y230 RUVBL2 ENSG00000183207.13 Homo_sapiens Cajal-body,Nucleolus,Centrosome/Spindlepolebody Client 1.96202831563541E+23 
LLPS-Hos-2561 P32456 GBP2 ENSG00000162645.12 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2562 Q659C4 LARP1B ENSG00000138709.18 Homo_sapiens P-body,Stress-granule Client 2939506729373830 
LLPS-Hos-2563 O75822 EIF3J ENSG00000104131.12 Homo_sapiens Stress-granule Client 2677740529373830 
LLPS-Hos-2564 Q9UPS8 ANKRD26 ENSG00000107890.16 Homo_sapiens Centrosome/Spindlepolebody Client 21399614 
LLPS-Hos-2565 P09104 ENO2 ENSG00000111674.8 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Postsynapticdensity Client 2.69803001397098E+22 
LLPS-Hos-2567 Q6P1Q9 METTL2B ENSG00000165055.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2568 Q5HYJ3 FAM76B ENSG00000077458.12 Homo_sapiens Nuclear-speckle Client 2701887124127210 
LLPS-Hos-2569 Q9Y696 CLIC4 ENSG00000169504.14 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody,Stress-granule Client 2.69803001456959E+23 
LLPS-Hos-2570 Q8TCU4 ALMS1 ENSG00000116127.17 Homo_sapiens Centrosome/Spindlepolebody Client 1.57389631585534E+23 
LLPS-Hos-2571 Q9NS56 TOPORS ENSG00000197579.7 Homo_sapiens PML-nuclear-body,Centrosome/Spindlepolebody Client 1208379721159800 
LLPS-Hos-2572 P13489 RNH1 ENSG00000023191.16 Homo_sapiens Stress-granule Client 2937383126777400 
LLPS-Hos-2573 P29966 MARCKS ENSG00000277443.2 Homo_sapiens Centrosome/Spindlepolebody Client 22555845 
LLPS-Hos-2574 Q9NWW7 C2orf42 ENSG00000115998.7 Homo_sapiens Others Client 24127217 
LLPS-Hos-2575 Q8TET4 GANC ENSG00000214013.9 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2577 Q8TBM8 DNAJB14 ENSG00000164031.16 Homo_sapiens Others Client 24127217 
LLPS-Hos-2580 Q8N568 DCLK2 ENSG00000170390.15 Homo_sapiens Nucleolus,Postsynapticdensity Client 2002647623071610 
LLPS-Hos-2581 Q9NY65 TUBA8 ENSG00000183785.14 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2582 Q96J94 PIWIL1 ENSG00000125207.7 Homo_sapiens Chromatoidbody Client 2792972929237020 
LLPS-Hos-2583 Q9UI43 MRM2 ENSG00000122687.17 Homo_sapiens MitochondrialRNAgranule Client 26953349 
LLPS-Hos-2585 Q9NZT1 CALML5 ENSG00000178372.7 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2586 P07437 TUBB ENSG00000183311.16 Homo_sapiens Nucleolus Client 1563541326980300 
LLPS-Hos-2589 Q4AC94 C2CD3 ENSG00000168014.16 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2591 Q99417 MYCBP ENSG00000214114.8 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2592 O15182 CETN3 ENSG00000153140.8 Homo_sapiens Centrosome/Spindlepolebody Client 925644910662768 
LLPS-Hos-2593 O96013 PAK4 ENSG00000130669.17 Homo_sapiens Stress-granule Client 2677740529373830 
LLPS-Hos-2595 P33176 KIF5B ENSG00000170759.10 Homo_sapiens Postsynapticdensity Client 23071613 
LLPS-Hos-2596 Q9H492 MAP1LC3A ENSG00000101460.12 Homo_sapiens Stress-granule,Postsynapticdensity Client 2937383123071610 
LLPS-Hos-2599 Q9BVJ7 DUSP23 ENSG00000158716.8 Homo_sapiens Centrosome/Spindlepolebody Client 20509867 
LLPS-Hos-2601 Q6NSI3 FAM53A ENSG00000174137.12 Homo_sapiens Paraspeckle Client 24127217 
LLPS-Hos-2602 Q8TBK6 ZCCHC10 ENSG00000155329.11 Homo_sapiens Others Client 24127217 
LLPS-Hos-2603 Q86UE4 MTDH ENSG00000147649.9 Homo_sapiens Postsynapticdensity Client 23071613 
LLPS-Hos-2605 Q9BQ39 DDX50 ENSG00000107625.12 Homo_sapiens Nucleolus,P-body,Stress-granule Client 2.41272172002647E+55 
LLPS-Hos-2606 P30305 CDC25B ENSG00000101224.17 Homo_sapiens Centrosome/Spindlepolebody Client 1.51288711686191E+23 
LLPS-Hos-2607 Q8IYM9 TRIM22 ENSG00000132274.15 Homo_sapiens Cajal-body,Centrosome/Spindlepolebody Client 2412721720006600 
LLPS-Hos-2609 Q15424 SAFB ENSG00000160633.12 Homo_sapiens Nuclear-stress-body,Stress-granule Client 2783852529373830 
LLPS-Hos-2610 Q53H80 AKIRIN2 ENSG00000135334.8 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2612 Q14146 URB2 ENSG00000135763.9 Homo_sapiens Nucleolus Client 2.00264761981239E+23 
LLPS-Hos-2613 P14859 POU2F1 ENSG00000143190.22 Homo_sapiens OPTdomain Client 27838525 
LLPS-Hos-2614 Q15019 43710 ENSG00000168385.17 Homo_sapiens Nucleolus,Postsynapticdensity Client 1563541323071610 
LLPS-Hos-2617 Q92834 RPGR ENSG00000156313.13 Homo_sapiens Centrosome/Spindlepolebody Client 15772089 
LLPS-Hos-2619 Q1W6H9 FAM110C ENSG00000184731.5 Homo_sapiens Centrosome/Spindlepolebody Client 17499476 
LLPS-Hos-2620 Q6IS14 EIF5AL1 ENSG00000253626.3 Homo_sapiens Stress-granule Client 2937383119111190 
LLPS-Hos-2622 O95863 SNAI1 ENSG00000124216.3 Homo_sapiens Others Client 24127217 
LLPS-Hos-2623 P30405 PPIF ENSG00000108179.13 Homo_sapiens Nucleolus Client 2698030015635410 
LLPS-Hos-2624 P43004 SLC1A2 ENSG00000110436.12 Homo_sapiens PML-nuclear-body,Postsynapticdensity Client 2834275023071610 
LLPS-Hos-2626 Q9Y2W2 WBP11 ENSG00000084463.7 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2628 Q99963 SH3GL3 ENSG00000140600.16 Homo_sapiens Nucleolus,Postsynapticdensity Client 2698030023071610 
LLPS-Hos-2630 Q96PF2 TSSK2 ENSG00000206203.4 Homo_sapiens Centrosome/Spindlepolebody Client 18495105 
LLPS-Hos-2631 P07947 YES1 ENSG00000176105.13 Homo_sapiens Stress-granule,Postsynapticdensity Client 2677740523071610 
LLPS-Hos-2632 Q9NQW6 ANLN ENSG00000011426.10 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2633 Q8WXW3 PIBF1 ENSG00000083535.15 Homo_sapiens Centrosome/Spindlepolebody Client 15305375 
LLPS-Hos-2634 Q9BQ89 FAM110A ENSG00000125898.12 Homo_sapiens Centrosome/Spindlepolebody Client 17499476 
LLPS-Hos-2635 Q92729 PTPRU ENSG00000060656.19 Homo_sapiens Stress-granule Client 30194296 
LLPS-Hos-2636 Q96JN8 NEURL4 ENSG00000215041.9 Homo_sapiens Centrosome/Spindlepolebody Client 22261722 
LLPS-Hos-2637 Q9UHP7 CLEC2D ENSG00000069493.14 Homo_sapiens Nucleolus Client 19812395 
LLPS-Hos-2638 Q13153 PAK1 ENSG00000149269.9 Homo_sapiens Centrosome/Spindlepolebody,Postsynapticdensity Client 1.76342831624672E+23 
LLPS-Hos-2642 Q8TEY7 USP33 ENSG00000077254.14 Homo_sapiens Centrosome/Spindlepolebody Client 23486064 
LLPS-Hos-2643 O95819 MAP4K4 ENSG00000071054.16 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2644 Q8TCG1 CIP2A ENSG00000163507.13 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2645 P53667 LIMK1 ENSG00000106683.14 Homo_sapiens Centrosome/Spindlepolebody Client 1280790416455070 
LLPS-Hos-2647 P49810 PSEN2 ENSG00000143801.16 Homo_sapiens Centrosome/Spindlepolebody Client 929890311053237 
LLPS-Hos-2648 Q9NQ66 PLCB1 ENSG00000182621.17 Homo_sapiens Postsynapticdensity Client 23071613 
LLPS-Hos-2650 O43815 STRN ENSG00000115808.11 Homo_sapiens Nucleolus Client 20026476 
LLPS-Hos-2652 Q9GZU8 FAM192A ENSG00000172775.16 Homo_sapiens Cajal-body Client 29934401 
LLPS-Hos-2653 O95793 STAU1 ENSG00000124214.19 Homo_sapiens P-body,Stress-granule,Others Client 2.8965817267774E+55 
LLPS-Hos-2655 Q13509 TUBB3 ENSG00000258947.6 Homo_sapiens Nucleolus,Spindleapparatus,Stress-granule Client 2.69803002016261E+23 
LLPS-Hos-2656 Q96T37 RBM15 ENSG00000162775.14 Homo_sapiens P-body,Stress-granule Client 2896581729373830 
LLPS-Hos-2657 Q99698 LYST ENSG00000143669.13 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2658 Q9Y4C4 MFHAS1 ENSG00000147324.10 Homo_sapiens Nucleolus Client 19812395 
LLPS-Hos-2660 O60269 GPRIN2 ENSG00000204175.5 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2662 Q96CX3 ZNF501 ENSG00000186446.11 Homo_sapiens Nucleolus Client 24127217 
LLPS-Hos-2663 Q53EZ4 CEP55 ENSG00000138180.15 Homo_sapiens Centrosome/Spindlepolebody Client 1.61982901640672E+31 
LLPS-Hos-2664 Q9ULM3 YEATS2 ENSG00000163872.15 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2666 Q96FI4 NEIL1 ENSG00000140398.13 Homo_sapiens Nucleolus,Centrosome/Spindlepolebody Client 2412721717556040 
LLPS-Hos-2667 Q9UBU9 NXF1 ENSG00000162231.13 Homo_sapiens Nuclear-speckle,Stress-granule Client 1.51843802937383E+23 
LLPS-Hos-2668 P0DPI2 GATD3A ENSG00000280071.3 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2669 Q3KR16 PLEKHG6 ENSG00000008323.15 Homo_sapiens Centrosome/Spindlepolebody Client 1672106618694930 
LLPS-Hos-2670 P17029 ZKSCAN1 ENSG00000106261.16 Homo_sapiens Others Client 24127217 
LLPS-Hos-2671 Q6DKI1 RPL7L1 ENSG00000146223.14 Homo_sapiens Nucleolus Client 2.41272172002647E+23 
LLPS-Hos-2673 Q9P031 CCDC59 ENSG00000133773.11 Homo_sapiens Nucleolus Client 1563541324127210 
LLPS-Hos-2675 P05412 JUN ENSG00000177606.6 Homo_sapiens Others Client 27838525 
LLPS-Hos-2677 P07305 H1F0 ENSG00000189060.5 Homo_sapiens Nucleolus,Stress-granule Client 1981239526777400 
LLPS-Hos-2679 Q9Y2U8 LEMD3 ENSG00000174106.2 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2680 Q9NQT8 KIF13B ENSG00000197892.12 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2681 P57058 HUNK ENSG00000142149.8 Homo_sapiens Centrosome/Spindlepolebody Client 14759768 
LLPS-Hos-2683 Q9H2X6 HIPK2 ENSG00000064393.15 Homo_sapiens Nuclear-speckle,PML-nuclear-body Client 21145359 
LLPS-Hos-2684 O15217 GSTA4 ENSG00000170899.10 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2685 Q14315 FLNC ENSG00000128591.15 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2686 Q9BXS6 NUSAP1 ENSG00000137804.12 Homo_sapiens Nucleolus Client 2412721715635410 
LLPS-Hos-2687 Q9UJ98 STAG3 ENSG00000066923.17 Homo_sapiens Nucleolus Client 26980300 
LLPS-Hos-2690 Q9BT25 HAUS8 ENSG00000131351.14 Homo_sapiens Centrosome/Spindlepolebody Client 18362163 
LLPS-Hos-2692 Q8TAW3 ZNF671 ENSG00000083814.13 Homo_sapiens Others Client 24127217 
LLPS-Hos-2693 Q14151 SAFB2 ENSG00000130254.11 Homo_sapiens P-body,Stress-granule Client 2.89658172937383E+23 
LLPS-Hos-2695 P58107 EPPK1 ENSG00000261150.2 Homo_sapiens Stress-granule Client 26777405 
LLPS-Hos-2696 O75496 GMNN ENSG00000112312.9 Homo_sapiens Centrosome/Spindlepolebody Client 18798731 
LLPS-Hos-2697 O76070 SNCG ENSG00000173267.13 Homo_sapiens Centrosome/Spindlepolebody Client 1573896316732550 
LLPS-Hos-2698 O95319 CELF2 ENSG00000048740.18 Homo_sapiens Stress-granule Client 29373831 
LLPS-Hos-2699 Q00577 PURA ENSG00000185129.5 Homo_sapiens Stress-granule,Postsynapticdensity Client 2.9373831267774E+23 
LLPS-Hos-2700 O15066 KIF3B ENSG00000101350.7 Homo_sapiens Centrosome/Spindlepolebody Client 1.47097201629899E+23 
LLPS-Hos-2701 Q9NQS7 INCENP ENSG00000149503.12 Homo_sapiens Nucleolus Client 15635413 
LLPS-Hos-2703 P07196 NEFL ENSG00000277586.2 Homo_sapiens PML-nuclear-body Client 24127217 
LLPS-Hos-2704 O75528 TADA3 ENSG00000171148.13 Homo_sapiens Others Client 24127217 
LLPS-Hos-2706 Q5T7N2 L1TD1 ENSG00000240563.1 Homo_sapiens P-body,Stress-granule Client 1.9111193267774E+31 
